id,label,source,subject,sender,body,urls,notes
,legitimate,spamassassin,RE: liberal defnitions,,"Yes, it is.  You just want to be called a liberal when you really
aren't.

> -----Original Message-----
> From: Geege Schuman [mailto:geege@barrera.org]
> Sent: Tuesday, September 24, 2002 5:12 AM
> To: johnhall@evergo.net; FoRK
> Subject: RE: liberal defnitions
> 
> per john hall:
> ""The opinion that EITHER we are spending too much OR we have too much
> regulation is pretty
> much anathema to liberal politics.""
> 
> no it's not.
> 
> geege
> 
>",,
,legitimate,spamassassin,Re: liberal defnitions,,"In a message dated 9/24/2002 11:24:58 AM, jamesr@best.com writes:

>This situation wouldn't have happened in the first place if California
>didn't have economically insane regulations.  They created a regulatory
>climate that facilitated this.  So yes, it is the product of
>over-regulation.
>

Which is to say, if you reduce the argument to absurdity, that law causes 
crime. 

(Yes, I agree that badly written law can make life so frustrating that people 
have little choice but to subvery it if they want to get anything done. This 
is also true of corporate policies, and all other attempts to regulate 
conduct by rules. Rules just don't work well when situations are fluid or 
ambiguous. But I don't think that the misbehavior of energy companies in 
California can properly be called well-intentioned lawbreaking by parties who 
were trying to do the right thing but could do so only by falling afoul of 
some technicality.)

If you want to get to root causes, we should probably go to the slaying of 
Abel by Cain. Perhaps we can figure out what went wrong then, and roll our 
learning forward through history and create a FoRKtopia.

Nonpartisanly, which is to say casting stones on all houses, whether 
bicameral or unicameral, built on sand or on rock, to the left of them or to 
the right of them, of glass or brick or twig or straw, 

Tom",,
,legitimate,spamassassin,CO2 and climate (was RE: Goodbye Global Warming),,"On Mon, 2002-09-23 at 13:53, Jim Whitehead wrote:
> 
> You have not explained why the increase in CO2 concentrations is not
> contributing to increasing global temperature.


There are a number of reasons to think that CO2 is not important to
controlling global temperature and that much of the CO2 increase may not
be anthropogenic. Some recent research points worth mentioning:

Recent high-resolution studies of historical CO2 concentrations and
temperatures over hundreds of thousands of years have shown a modest
correlation between the two. In a number of cases, CO2 level increases
are not in phase with temperature increases and actually trail the
increase in temperature by a short time i.e. increases in temperature
preceded increases in CO2 concentrations. The more studies that are done
of the geological record, the more it seems that CO2 concentrations are
correlated with temperature increases, but are not significantly
causative. There is a lot of evidence that CO2 levels are regulated in a
fairly stable fashion.  I don't believe anyone really has an
authoritative answer as to exactly how this works yet.

With respect to absolute CO2 concentrations, it is also important to
point out that our best data to date suggests that they follow a fairly
regular cycle with a period of about 100,000 years.  At previous cycle
peaks, the concentrations were similar to what they are now.  If this
cycle has any validity (and we only have good data for 4-5 complete
cyclical periods, but which look surprisingly regular in shape and
time), then we should be almost exactly at a peak right now.  As it
happens, current CO2 concentrations are within 10% of other previous
cyclical concentration peaks for which we have good data. In other
words, we may be adding to the CO2 levels, but it looks a lot like we
would be building a molehill on top of a mountain in the historical
record.  At the very least, there is nothing anomalous about current CO2
concentrations.

Also, CO2 levels interact",,
,legitimate,spamassassin,RE: liberal defnitions,,"Read the article.  I'm afraid I don't understand how the transmission
prices could have hit $50/tcf.

But I'm also really leery of telling a pipeline company they have to run
a pipeline at a higher pressure and that they should forego maintenance.
We had a big pipeline explosion up here awhile ago.

So maybe the judge has a point.  We'll see as the appeals work its way
out.

> -----Original Message-----
> From: Geege Schuman [mailto:geege@barrera.org]
> Sent: Tuesday, September 24, 2002 5:16 AM
> To: johnhall@evergo.net
> Subject: RE: liberal defnitions
> 
> from slate's ""today's papers"":  The New York Times and Los Angeles
Times
> both lead with word that
> a federal judge ruled yesterday that the nation's largest
> national gas pipeline company, El Paso, illegally withheld gas
> from the market during California's energy squeeze in 2000-01.
> The judge concluded that El Paso left 21 percent of its capacity
> in the state off-line, thus driving up the price of gas and
> helping to induce rolling blackouts.
> 
> and this is the product of overregulation?
> 
> -----Original Message-----
> From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of
John
> Hall
> Sent: Monday, September 23, 2002 11:57 PM
> To: FoRK
> Subject: liberal defnitions
> 
> 
> Depends on how much over spending vs. how much (and what type) over
> regulation.
> 
> The biggest problem with over regulation is the costs can be
invisible.
> It also has the ability to single out particular people, while over
> spending spreads the damage more evenly.  Rent control would be an
> example of a regulation solution that is in general worse than
spending
> tons of money on public housing.
> 
> As for the definition of a liberal being someone who seeks to impose
> both, I find no fault in that definition whatsoever.  The opinion that
> EITHER we are spending too much OR we have too much regulation is
pretty
> much anathema to liberal politics.
> 
> Finally, those who argue that there are private repl",,
,legitimate,spamassassin,Re: SF Weekly's Ultimate SF Date lineup :-),,"> Proving, once again, that aviators get all the chicks...

Just as long as they have the wherewithal
for avgas, anyway.

I think Turpin once calculated that one
could do a decent amount of messing about
for about $30K of boat and $12K/year in
living expenses.

What are the equivalent figures for live
aboard aircraft?

-Dave

(How difficult would it be to find the
harbormaster, after mooring to the top
of the Empire State Building?)",,
,legitimate,spamassassin,Random hack Q: drawing on CDs with lasers?,,"O utensils of the world --

I wonder if it is possible to reverse-engineer the Reed-Solomon 
error-correcting codes to create a bytestream such that, when burned 
onto a CD, you can make out a picture in the diffraction pattern?

I suppose this is a modern equivalent to line-printer artwork; I was 
imagining using a CD-RW drive to use the outer track, say, to spell out 
the disc title, creation time, etc. It would sure beat feeding CDs 
through a laser printer :-)

Rohit",,
,legitimate,spamassassin,Re: Random hack Q: drawing on CDs with lasers?,,"On Tue, 24 Sep 2002, Rohit Khare wrote:

> I suppose this is a modern equivalent to line-printer artwork; I was 
> imagining using a CD-RW drive to use the outer track, say, to spell out 
> the disc title, creation time, etc. It would sure beat feeding CDs 
> through a laser printer :-)

There are commercial burners which can be labeled that way. Patterns in 
the unburnt section.",,
,legitimate,spamassassin,Liberalism in America,,"liberalism
propagandized as meddling
in truth, the middle

""American liberalism believes that in this respect it has made a major
contribution to the grand strategy of freedom. Where both capitalists and
socialists in the 1930's were trying to narrow the choice to either/or --
either laissez-faire capitalism or bureaucratic socialism -- the New Deal
persisted in its vigorous faith that human intelligence and social
experiment could work out a stable foundation for freedom in a context of
security and for security in a context of freedom. That faith remains the
best hope of free society today.""

fluid yet crunchy,
gg




 http://www.english.upenn.edu/~afilreis/50s/schleslib.html",,
,legitimate,spamassassin,Re: SF Weekly's Ultimate SF Date lineup :-),,"Righ, somebody. Reminds me of the old Divorced Man's exposition of what
happened to him.

""First, you get a ring. Then you give it away. Then, you get a house. And
you give *that* away....""

Just kidding, Darling...

;-).

Cheers,
RAH
Who, um, doesn't own a house...


--- begin forwarded text


Date: Tue, 24 Sep 2002 20:12:12 -0400
From: Somebody
To: ""R. A. Hettinga"" <rah@shipwright.com>
Subject: Re: SF Weekly's Ultimate SF Date lineup :-)

Bob,

    Living aboard a Cessna 172 would be challenging, but I did meet a
couple at an airshow in Point Mugu in 1995 or so that had converted an
old seaplane (it was a bit larger than a PBY, I think) to something of a
floating, flying RV.  They visited a lot of airshows and covered a lot of
miles.  I'm sure maintenance (on a 50+ year old airframe), fuel (for two
large radial engines) insurance and other costs were out of my price
range, but what a hoot!

    On a more realistic note, the flight to Half Moon bay was probably 2
hours of flight time at about  $75/hour in the Cessna.  Not exactly a
cheap date, but that's nothing compared to the money I've spent on her
since.  (And loved every minute of it, Darling!!)

        <Somebody>


""R. A. Hettinga"" wrote:

> --- begin forwarded text
>
> Status: RO
> Delivered-To: fork@spamassassin.taint.org
> To: fork@spamassassin.taint.org
> Subject: Re: SF Weekly's Ultimate SF Date lineup :-)
> From: Dave Long <dl@silcom.com>
> Sender: fork-admin@xent.com
> Date: Tue, 24 Sep 2002 13:28:04 -0700
>
> > Proving, once again, that aviators get all the chicks...
>
> Just as long as they have the wherewithal
> for avgas, anyway.
>
> I think Turpin once calculated that one
> could do a decent amount of messing about
> for about $30K of boat and $12K/year in
> living expenses.
>
> What are the equivalent figures for live
> aboard aircraft?
>
> -Dave
>
> (How difficult would it be to find the
> harbormaster, after mooring to the top
> of the Empire State Building?)
>
> --- end forwarded text
>
> --
",,
,legitimate,spamassassin,Digital radio playlists are prohibited?!,,"Anyone heard of this law before?

> Q. Can I get a playlist?
> A. We are unable to offer a playlist. The Digital Performance Right in 
> Sound Recordings Act of 1995 passed by Congress prevents us from 
> disclosing such information. The Digital Law states that if one is 
> transmitting a digital signal, song information cannot be 
> pre-announced. It is a Music Choice policy not to release a playlist of 
> upcoming or previously played songs.

Recently, MusicChoice upgraded their website with a very important 
service, as far as I'm concerned: real-time song info from their 
website. My DirecTV receiver is up on a shelf (and its display scrolls 
intermittently); and I'm surely not going to fire up my projector while 
listening to the ""radio"", so I'm quite happy that I can retrieve r/t 
song info with URLs like:

http://backstage.musicchoice.com/songid/channels/soundsoftheseasons.asp
http://backstage.musicchoice.com/songid/channels/rap.asp
http://backstage.musicchoice.com/songid/channels/opera.asp
etc...

Now, if I were a more eager hacker, I'd write up little WSDL stubs for 
these event streams (they're clearly not worried about load, since their 
own web pages specify 15 sec meta-refresh) and then feed 'em through a 
content router to alert me to cool songs. Heck, cross-reference the 
service to CDDB and... :-)

RK",,
,legitimate,spamassassin,Re: SF Weekly's Ultimate SF Date lineup :-),,"Russell Turpin wrote:
>Invite her for an afternoon cruise under the Golden Gate bridge in
>your Stonehorse day sailor.

Sounds good.


>Under way, ask her if she'd like to take the stick.

Whoah!  That's a rather direct approach!


R. A. Hettinga quoted:
>From: Somebody
>[...] what I did in 1983 was to rent a plane from the Moffett Field
>flying club and take her on an aerial tour

Sounds great.


>I can't recall whether or not I gave her any stick time.

Can't remember if he's in the mile-high club?  Even worse!!!


R",,
,legitimate,spamassassin,Re: The Great Power-Shortage Myth,,"> The only circumstances in which a business will not be ready--indeed,
> eager--to do an additional volume of business is if it is physically unable
> to do so because it lacks the necessary physical means of doing so, or
> because the costs it incurs in doing so exceed the additional sales revenue
> it will receive.

That is a fully retarded view of economics, and pretty much the same kind
of clueless oversimplication that led to the blackouts.  There are a
bazillion factors that affect game strategies, which is what the state of
California messed up and the energy producers exploited.

I'm not convinced that the only way to prevent future energy debacles like
the blackouts is to reregulate.  Ultimately we have to blame the people
who crafted the game rules in a way that invited blackouts and
exploitation.  Given that the particular set of rules crafted by the state
of California sucked, does there exist a set of rules that doesn't suck?  
If there does exist a better set of rules, then reregulation isn't
necessarily the answer.

You can't blame businesses for being profit maximizers.  Yes, the people 
involved were heartless and corrupt.  But mainly they just did their 
jobs.

The guilty parties are either the mathematicians and economists who wrote
the rules or, if the mathematicians and economists said there were no good
rules, pro-deregulation politicians who went ahead anyway.

- Lucas",,
,legitimate,spamassassin,California needs intelligent energy deregulation,,"--- begin forwarded text


Date: Wed, 25 Sep 2002 13:57:15 -0400
To: Digital Bearer Settlement List <dbs@philodox.com>
From: ""R. A. Hettinga"" <rah@shipwright.com>
Subject: California needs intelligent energy deregulation
Sender: <dbs@philodox.com>

http://www.siliconvalley.com/mld/siliconvalley/4144696.htm?template=contentModules/printstory.jsp

Posted on Tue, Sep. 24, 2002


Dan Gillmor: State needs intelligent energy deregulation

By Dan Gillmor
Mercury News Technology Columnist

The facts were trade and government secrets at the time. But the energy
industry failed the smell test in 2000 and 2001 as it tried to justify
soaring wholesale electricity and natural-gas prices in California.

Now, as investigators and regulators unravel the reasons for a financial
and fiscal mess we'll be cleaning up for decades, we're learning what
everyone suspected. Market games helped engineer the price spikes.

The latest manipulation was highlighted in Monday's finding by a federal
administrative law judge, who said a dominant natural-gas company squeezed
supplies in order to squeeze customers. His ruling came a few days after
California's Public Utilities Commission reported that electricity
generators mysteriously failed to use available capacity during the crunch,
also driving up prices.

And don't forget the sleazy games by energy traders who gleefully worked
the system, in schemes best summed up by an Enron insider's boast in a
memorandum made public in May, that ``Enron gets paid for moving energy to
relieve congestion without actually moving any energy or relieving any
congestion.''

How much of this was illegal, as opposed to simply amoral, remains to be
seen. Unfortunately, California's response -- confusion, lawsuits and
policy tweaks -- hasn't been sufficient.

More unfortunately, even if the state suddenly did all the right things --
including a hard-nosed program designed to free ourselves from the gougers'
grips -- we would need a willing federal partner. But it's f",,
,legitimate,spamassassin,RE: CO2 and climate (was RE: Goodbye Global Warming),,"OK, let's bring some data into the discussion:
http://www.grida.no/climate/vital/02.htm
(A graph, derived from Vostok ice core samples, of CO2 and temperature
fluctuations over the past 400k years).

> Recent high-resolution studies of historical CO2 concentrations and
> temperatures over hundreds of thousands of years have shown a modest
> correlation between the two. In a number of cases, CO2 level increases
> are not in phase with temperature increases and actually trail the
> increase in temperature by a short time i.e. increases in temperature
> preceded increases in CO2 concentrations. The more studies that are done
> of the geological record, the more it seems that CO2 concentrations are
> correlated with temperature increases, but are not significantly
> causative.

Based on the Vostok data, you are right, there is a very strong correlation
between temperature and CO2 concentrations, but it doesn't always appear to
be causal.

> With respect to absolute CO2 concentrations, it is also important to
> point out that our best data to date suggests that they follow a fairly
> regular cycle with a period of about 100,000 years.

Also correct -- the peak of each cycle is at about 290-300 ppm CO2.

> As it
> happens, current CO2 concentrations are within 10% of other previous
> cyclical concentration peaks for which we have good data.

Not correct. Mauna Loa data <http://www.grida.no/climate/vital/06.htm> and
<http://cdiac.ornl.gov/ftp/ndp001/maunaloa.co2> show that the current CO2
concentrations are at 370ppm, 18% *greater* than the *highest* recorded
value from the past 400k years. Furthermore, CO2 concentrations are growing
at 15ppm every 10 years, much faster than any recorded increase in the
Vostok data (though perhaps the Vostok data isn't capable of such fine
resolution).

> In other words, we may be adding to the CO2 levels,

No, we are *definitely* adding to CO2 levels. Look at the following chart:
http://www.grida.no/climate/vital/07.htm
(Shows CO2 concent",,
,legitimate,spamassassin,Kissinger,,"[can't think of how I'd be running
afoul of the spam filters with this
post, so here's the second try...]

Kissinger's book _Does America Need
a Foreign Policy?_ provides a few
handy abstractions:

> The ultimate dilemma of the statesman is to strike a balance between
> values [""idealism""] and interests [""realism""] and, occasionally,
> between peace and justice.

Also, he views historical American
approaches to foreign policy as a
bundle of three fibers:

Hamiltonian - We should only get
  involved in foreign adventures
  to preserve balances of power.

Wilsonian - We should only get
  involved in foreign adventures
  to further democracy, etc.

Jacksonian - We should never get
  involved in foreign adventures.
  Unless we're attacked.  Then we
  go Rambo.

He has tactfully left out the hard
realists*; as for the rest I gather
wilsonians play the idealists, and
hamiltonians act where values and
interests intersect, and jacksonians 
act only when values and interests
overlap.

Kissinger himself seems to be a
Hamiltonian; much of the book is
about how he thinks we ought to
be shaping the balance of power
in various foreign regions.

Maybe I've been too affected by
Kant, but I can't see that such
a strategy works unless one can
count on a Bismarck runnning it:
how lopsided does the US look if
everyone tries to run a balance
of power politics?

- -Dave

*
> The road to empire leads to domestic decay because, in time, the claims
> of omnipotence erode domestic restraints.  No empire has avoided the
> road to Caesarism unless, like the British Empire, it devolved its
> power before this process could develop.  In long-lasting empires,
> every problem turns into a domestic issue [which should be handled
> very differently from international ones] because the outside world
> no longer provides a counterweight.  And as challenges grow more
> diffuse and increasingly remote from the historic domestic base,
> internal struggles become ever more bitter and in time violent.
> A ",,
,legitimate,spamassassin,Re: Digital radio playlists are prohibited?!,,"--]
--] Anyone heard of this law before?

Back when I was running the WSMF shoutcast server these restrictions were
just being placed on netcasters. Most folks laughed it off. Now with the
license fees its not laughable anymore. If you pay the fee you are bound
to the restrictions, if you dont your running the criminal line.

I still run a stream up on live365. Its been playing the same 10 hour
block of Jean Shepard shows for the last year. I really should change them
up.

If I were going to do the old WSMF shoutcast now adays I would either
spend lots of time going over regulations to see what I can or cannot do
or I would just chuck the regs out and do what I want. Or I might write
some apps to stay in regs ..I dont know..one thing is for sure it
defiently takes the spontaneous edge off things:)-

F Murray Abraham
F Scott Fitzgerald
F Hillary Rossen

-tom",,
,legitimate,spamassassin,Re: The Great Power-Shortage Myth,,"On Wed, 25 Sep 2002, Gordon Mohr wrote:
> In contrast, take a look at this article by Simon J. Wilkie of
> Caltech:

Wow, that Wilkie article is the single best explanation I've seen.

The open question is whether any analysis before the fact warned the
politicians, or whether the politicians were forewarned and went ahead.  
What did they know and when did they know it?",,
,legitimate,spamassassin,Re: Digital radio playlists are prohibited?!,,"On Wed, 2002-09-25 at 13:34, bitbitch@magnesium.net wrote:
> 
> This, kiddies was apparently the legislative beginnings of the whole
> streaming audio-gets-spanked-by-fees ruling that came down in the
> earlier parts of this year.  This first act applied to non-exempt,
> non-subscription transmission services.  When Congress got around in
> 1998 and realized that webcasting services -might- be different
> (though I honestly can't see how) they wrote in the provision through
> the DMCA to include such transmissions.


The restrictive law regarding audio is actually the accumulated cruft of
30 years of various legislative acts. The totality of what we have now
come from various parts of all the following re: sound recordings:

1998 - DMCA
1995 - Digital Performance Right in Sound Recordings Act
1992 - Audio Home Recording Act
1976 - Copyright Act amendment
1972 - Copyright Act amendment

It is worth noting that many people have forgotten about the 1976
Copyright Act Amendment which created the foundational law stating that
the copyright owners have the right to limit personal use of audio
recordings after First Sale even if you are not ""making copies"" in any
commercial sense.  Sound recordings, for many intents and purposes, are
explicitly excluded from Fair Use by the 1976 amendment.

-James Rogers
 jamesr@best.com",,
,legitimate,spamassassin,dumb question: X client behind a firewall?,,"Let's say you're behind a firewall and have a NAT address.
Is there any way to telnet to a linux box out there in the world
and set your DISPLAY in some way that you can create
xterms on your own screen?

- Joe

-- 
That girl became the spring wind
She flew somewhere, far away
Undoing her hair, lying down, in her sleep
She becomes the wind.",,
,legitimate,spamassassin,"""Free"" Elvis Costello CD a trojan horse for DRM malware",,"A friend in Dublin is mailing me the CD which was in the UK Sunday 
Times. I've just been advised that running it in a Win32 machine is 
dangerous as all get out.

http://www.theregister.co.uk/content/4/27232.html

-- whump


----
Bill Humphries <bill@whump.com>
http://www.whump.com/moreLikeThis/",,
,legitimate,spamassassin,"""Free"" Elvis Costello CD a trojan horse for DRM malware",,"A friend in Dublin is mailing me the CD which was in the UK Sunday 
Times. I've just been advised that running it in a Win32 machine is 
dangerous as all get out.

http://www.theregister.co.uk/content/4/27232.html

-- whump


----
Bill Humphries <bill@whump.com>
http://www.whump.com/moreLikeThis/",,
,legitimate,spamassassin,Re: dumb question: X client behind a firewall?,,"""Joseph S. Barrera III"" <joe@barrera.org> writes:

> Let's say you're behind a firewall and have a NAT address.
> Is there any way to telnet to a linux box out there in the world
> and set your DISPLAY in some way that you can create
> xterms on your own screen?

Assuming your local display is X, SSH.

-- 
Karl Anderson      kra@monkey.org           http://www.monkey.org/~kra/",,
,legitimate,spamassassin,Re: dumb question: X client behind a firewall?,,"Wow, three replies already, all recommending ssh. Thanks!

- Joe

Back in my day, they didn't have ssh. Then again, back in my day,
they didn't have firewalls. And I still miss X10's active icons.",,
,legitimate,spamassassin,Re: Digital radio playlists are prohibited?!,,"> Subject: Re: Digital radio playlists are prohibited?!
> From: James Rogers <jamesr@best.com>
> To: fork@spamassassin.taint.org
> Date: 25 Sep 2002 12:52:15 -0700
> 
> On Wed, 2002-09-25 at 01:19, Rohit Khare wrote:
> > Anyone heard of this law before?
> 
> 
> Absolutely.  More accurately, it is part of the RIAAs ""regulation"" for
> broadcasting music under their auspices.  This is actually part of the
> default statutory license the RIAA is compelled to issue.  You can try
> and establish your own contract with each of the individual publishers
> in addition to the writers, but that is a Herculean undertaking in its
> own right.  The details are really gross and complicated.

Perhaps the stations cannot publish digital playlists, but you can get
them from www.starcd.com anyway. They use some sort of
listening and recognition technology to identify the music played
on over 1000 US radio stations.

Jeff;",,
,legitimate,spamassassin,Re: dumb question: X client behind a firewall?,,"On Wed, 25 Sep 2002, Joseph S. Barrera III wrote:

> Let's say you're behind a firewall and have a NAT address.
> Is there any way to telnet to a linux box out there in the world
> and set your DISPLAY in some way that you can create
> xterms on your own screen?

As other people suggested: SSH. PuTTY 

	http://www.chiark.greenend.org.uk/~sgtatham/putty/download.html

can do it. Can run, say xclock (I'm running an X server under W32 at work,
tunneling through a NAT box), but from Linux, not from Solaris.  Probably
OpenSSH misconfigurat5ion.",,
,legitimate,spamassassin,"Native American economics (was Re: sed /s/United States/Roman
    Empire/g)",,"I wanted to get back to this but didn't have the time.  I actually lived on
a couple different Indian reservations growing up in the Pacific Northwest
and also spent a fair amount time in Lakota/Sioux country as well.  And my
parents have lived on an even more diverse range of Indian reservations than
I have (my experience being a direct result of living with my parents).  I
do get a lot of my information first-hand, or in some cases, second-hand
from my father.

The income figures for the Indians are somewhat misleading, mostly because
it is really hard to do proper accounting of the effective income.  While it
is true that some Indians live in genuine poverty, it is typically as a
consequence of previous poor decisions that were made by the tribe, not
something that was impressed upon them.

The primary problem with the accounting is that there is a tribal entity
that exists separately from the individuals, typically an ""Indian
Corporation"" of one type or another where each member of the tribe owns a
single share (the details of when and how a share becomes active varies from
tribe to tribe).  In most tribes, a dividend is paid out to each of the
tribal members from the corporation, usually to the tune of $10-30k per
person, depending on the tribe.  The dividend money comes from a number of
places, with the primary sources being the Federal Gov't and various
businesses/assets owned by the Indian corporation.

You have to understand a couple things:  First, a great many Indian tribes
are run as purely communist enterprises.  Everyone gets a check for their
share no matter what.  One of the biggest problems this has caused is very
high unemployment (often 70-90%) for tribal members, who are more than happy
take their dividend and not work.  The dividend they receive from the
corporation often constitutes their sole ""income"" for government accounting
purposes.  Unfortunately, to support this type of economics when no one
works, they've had to sell off most of their u",,
,legitimate,spamassassin,RE: Liberalism in America,,"In essence, hindsight justification.  The progressives weren't in the
middle, they were in a society at one end and they wanted a society at
the other end.  The middle is more or less where they got stopped.

As to an intervention that worked, I actually have some nice things to
say about the SEC, at least in theory.  I have a few nasty things to say
as well, but on the whole it has been a very good thing.


> -----Original Message-----
> From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of
Geege
> Schuman
> Sent: Tuesday, September 24, 2002 6:37 PM
> To: fork@spamassassin.taint.org
> Subject: Liberalism in America
> 
> liberalism
> propagandized as meddling
> in truth, the middle
> 
> ""American liberalism believes that in this respect it has made a major
> contribution to the grand strategy of freedom. Where both capitalists
and
> socialists in the 1930's were trying to narrow the choice to either/or
--
> either laissez-faire capitalism or bureaucratic socialism -- the New
Deal
> persisted in its vigorous faith that human intelligence and social
> experiment could work out a stable foundation for freedom in a context
of
> security and for security in a context of freedom. That faith remains
the
> best hope of free society today.""
> 
> fluid yet crunchy,
> gg
> 
> 
> 
> 
>  http://www.english.upenn.edu/~afilreis/50s/schleslib.html",,
,legitimate,spamassassin,"Re: OSCOM Berkeley report: Xopus, Bitflux, Plone, Xoops",,"On Friday, September 27, 2002, at 11:17 AM, Jim Whitehead wrote:

> I attended the OSCOM Open Source Content Management workshop at 
> Berkeley
> yesterday.

I really wanted to go to this, especially to look at XOPUS. 
Unfortunately, we're launching a new intranet at work next week and I 
couldn't get away. XOPUS + an XML native DB such as Xindice looks like 
something that could hit a home run.

-- whump
""I have a theory, it could be bunnies.""",,
,legitimate,spamassassin,RE: The Big Jump,,"Adjournment of Michel Fournier's big Jump in May, 2003.

Two attempts of launch failed : the first because of the wind which got up
prematurely and the second due to a technical hitch during the inflating of
the envelope.
The team of the Big Jump, folds luggage, having waited up to the end for an
opportunity for the launch of the balloon stratosph�rique allowing to raise
the

capsule pressurized by Michel Fournier at more than 40 000 metres in height.
As expected, in the date of September 20, the jets stream strengthened in
300 kph announcing the imminent arrival of the winter and closing until next
May the meteorological window favorable to a human raid in the stratosphere.
On the plains of Saskatchewan, the first snows are waited in the days which
come.Meeting in all in May, 2003.

> Today a French officer called Michel Fournier is supposed to get in a
> 350-metre tall helium balloon, ride it up to the edge of space (40 km
> altitude) and jump out.  His fall should last 6.5 minutes and reach
> speeds of Mach 1.5.  He hopes to open his parachute manually at the
> end, although with an automatic backup if he is 7 seconds from the
> ground and still hasn't opened it.
>
> R
>
> ObQuote:
>   ""Veder�, si aver� si grossi li coglioni, come ha il re di Franza.""
>   (""Let's see if I've got as much balls as the King of France!"")
>   - Pope Julius II, 2 January 1511",,
,legitimate,spamassassin,"RE: OSCOM Berkeley report: Xopus, Bitflux, Plone, Xoops",,"I attended the same conference, and was impressed by a few systems that
Jim didn't mention. In terms of CMS, the following all had apparently
been used in some fairly large implementations and looked like some
pretty strong competition to commercial systems:
- Midgard, http://www.midgard-project.org/ , a PHP-based content
management framework that with other programs combines to be a full CMS
- Redhat CCM CMS, Java-based: http://www.spamassassin.taint.org/software/ccm/cms/
- OpenCMS, Java-based: http://www.opencms.org

There was agreement that usability has not generally been an open source
strength, but both Plone and Xopus represented some real movement
towards improving that situation.

I was impressed by the spectrum of perspectives on XML. Some took for
granted that XSLT was relevant to content management, others took it
just as for granted that XSLT was irrelevant and seemed happy to ignore
XML almost completely. 

I attended realizing that ""content management"" is generally used to
apply to *Web* content management, but I was still a bit shocked how
completely out of scope document management was (almost no consideration
of the potential print/PDF dimension to content other than the
occasional ""...and you can use FOP to make PDF"" as if that was
functional): this seems more the case in open source content management
than in commercial content management, and probably makes XML easier to
ignore (if HTML is the be-all and end-all of the output...).

The honesty was refreshing, Phil Suh complained about the state of
current tools (both open source and commercial), and I wish I'd written
down what he said, something like ""it sucks so extremely, it sucks so
widely, and it is so generally sucking, that it seems sometimes there is
no hope."" For a moment there was contemplation that perhaps commercial
systems scaled so well that the commercial ""big boys"" were really much
more functional than open source, until someone pointed out, ""OK, take
some average blog software, ",,
,legitimate,spamassassin,EBusiness Webforms: cluetrain has left the station,,"What's wrong with doing business over the Web?  Web forms.  There's
promising replacements forms, but this is the current state of the
industry:

 o You find something that you want to fill out.  It's a partnership form,
   a signup for a Web seminar, a request for more information, anything.
 o You start wasting time typing in all those stupid fields and spend
   about 10 minutes going through all their stupid qualification hoops
   just to get a small piece of information , whitepaper, or a callback
   when halfway through, you start to wonder if it's really worth your
   time to forever be stuck on their stupid prospect list. 
 o Pull down tags are never put in order of use instead of alphabetized.
   I was on a site just now that had every single country in the world
   listed; the selection of your country was absolutely critical for you
   to hit submit, but due to the layout, the ""more>"" tag on the second
   row was offscreen so it was impossible to select any country except
   about two dozen third world countries. 
 o Even worse, ever time you hit submit, all forms based things complain
   about using the universal country phone number format and will cause
   you to re-enter dashes instead of dots.
 o When you get something that's not entered right, you will go back and
   enter it right, but then some other field or most likely pulldown will
   automatically get reset to the default value so that you will have to
   go back and resent that freaking thing too.  Finally after all combinations
   of all pulldowns, you may get a successful submit.
 o You wait freaking forever just to get a confirmation.  
 o Sometimes, like today, you won't be able to ever submit anything due
   to it being impossible to ever submit a valid set of information that
   is internally non-conflicting according to whatever fhead wrote their
   forms submission.

What's wrong with this picture?  The company is screwing you by wasting
your time enforcing their data collection standa",,
,legitimate,spamassassin,Re: EBusiness Webforms: cluetrain has left the station,,"I'll agree that webforms are a pain in the ass, however it would seem to 
me that the problem with passport is the same one you noted with the 
autoform function, providing more info than you want to.  That and some 
entity would be holding the passport info, thus have all that data in the 
first place.
Personally i'd never trust them not to at least use it internally to 
market to me, if not sell/rent out.  Just think of the ability 
they'd have to build a profile for you since everything you went to was 
tracked to you.  And thats just the marketing side of it.

Chris



On Sat, 28 Sep 2002, Gregory Alan Bolcer wrote:

> What's wrong with doing business over the Web?  Web forms.  There's
> promising replacements forms, but this is the current state of the
> industry:
> 
>  o You find something that you want to fill out.  It's a partnership form,
>    a signup for a Web seminar, a request for more information, anything.
>  o You start wasting time typing in all those stupid fields and spend
>    about 10 minutes going through all their stupid qualification hoops
>    just to get a small piece of information , whitepaper, or a callback
>    when halfway through, you start to wonder if it's really worth your
>    time to forever be stuck on their stupid prospect list. 
>  o Pull down tags are never put in order of use instead of alphabetized.
>    I was on a site just now that had every single country in the world
>    listed; the selection of your country was absolutely critical for you
>    to hit submit, but due to the layout, the ""more>"" tag on the second
>    row was offscreen so it was impossible to select any country except
>    about two dozen third world countries. 
>  o Even worse, ever time you hit submit, all forms based things complain
>    about using the universal country phone number format and will cause
>    you to re-enter dashes instead of dots.
>  o When you get something that's not entered right, you will go back and
>    enter it right, but the",,
